second,idle_count,walking_count,total_count,car_speed_mph,light,red_violation,bus_waiting
0,0,0,0,2.659472031178253,unknown,False,False
1,0,0,0,2.5595689057330793,unknown,False,False
2,1,0,1,2.0019704341048343,unknown,False,False
3,1,0,1,1.201037446548135,unknown,False,False
4,1,0,1,0.8685363694558731,unknown,False,False
5,2,0,2,0.6755189763000764,unknown,False,False
6,3,0,3,0.8384607220111073,unknown,False,False
7,2,0,2,0.4612068251527134,unknown,False,False
8,2,0,2,1.2247636813122489,unknown,False,False
9,0,0,0,1.9783943403115358,unknown,False,False
10,0,0,0,1.5649796894744008,unknown,False,False
11,0,0,0,0.48532137319249885,unknown,False,False
12,0,0,0,0.9980052545338762,unknown,False,False
13,0,0,0,0.583416313424126,unknown,False,False
14,0,0,0,0.9016453211304812,unknown,False,False
15,0,0,0,1.8222504725556168,unknown,False,False
16,1,0,1,1.9697990673670251,unknown,False,False
17,2,0,2,1.1039132431921006,unknown,False,False
18,2,0,2,0.4748426495082173,unknown,False,False
19,1,0,1,0.8697896197771189,unknown,False,False
20,1,0,1,0.5293392257869528,unknown,False,False
21,0,0,0,0.5902126945950251,unknown,False,False
22,0,0,0,1.1999976212354837,unknown,False,False
23,1,0,1,0.6039394328039446,unknown,False,False
24,0,0,0,0.9410368291414277,unknown,False,False
25,0,0,0,0.594129663095995,unknown,False,False
26,0,0,0,0.28916328544068093,unknown,False,False
27,0,0,0,0.7522254843238808,unknown,False,False
28,0,0,0,0.5786691555725538,unknown,False,False
29,0,0,0,0.3105232282488702,unknown,False,False
30,0,0,0,0.4594886533059116,unknown,False,False
31,1,0,1,0.22679089619725676,unknown,False,False
32,0,0,0,0.14572904457729777,unknown,False,False
33,0,0,0,0.5399243745322234,unknown,False,False
34,0,0,0,2.5306992766117578,unknown,False,False
35,0,0,0,3.7276846222828213,unknown,False,False
36,0,0,0,1.4446727825787287,unknown,False,False
37,0,0,0,1.7923646388346113,unknown,False,False
38,0,0,0,3.0469811852199666,unknown,False,False
39,0,0,0,2.4294527233594794,unknown,False,False
40,0,0,0,1.0611316849447343,unknown,False,False
41,0,0,0,0.12132471648812844,unknown,False,False
42,0,0,0,0.11631898577966455,unknown,False,False
43,0,0,0,0.20191123576482292,unknown,False,False
44,0,0,0,0.22344999289876918,unknown,False,False
45,0,0,0,0.165091196246986,unknown,False,False
46,0,0,0,0.1364648290664692,unknown,False,False
47,0,0,0,0.11323019296493628,unknown,False,False
48,0,0,0,0.22104918936181386,unknown,False,False
49,0,0,0,0.6051004354118548,unknown,False,False
50,0,0,0,0.7520997410131038,unknown,False,False
51,1,0,1,0.7902388841685716,unknown,False,False
52,0,0,0,0.35844135908612407,unknown,False,False
53,0,0,0,0.22120812542107582,unknown,False,False
54,0,0,0,0.16950227059550044,unknown,False,False
55,0,0,0,0.15137562059393075,unknown,False,False
56,0,0,0,0.10865074734506745,unknown,False,False
57,0,0,0,0.14285840043106585,unknown,False,False
58,0,0,0,0.14381641706076956,unknown,False,False
59,0,0,0,0.12161205216385793,unknown,False,False
60,0,0,0,0.09508475338367081,unknown,False,False
61,0,0,0,0.2286008065778621,unknown,False,False
62,0,0,0,0.6233266821709943,unknown,False,False
63,0,0,0,0.8552667456765657,unknown,False,False
64,0,0,0,0.7540106149388672,unknown,False,False
65,0,0,0,0.5014371348394239,unknown,False,False
